gene1,gene2,GI_scores
AARS2,DNTTIP2,-1.4320644748
AARS2,DONSON,0.411816817098
AARS2,DYNC1H1,-1.43123400854
AARS2,EBNA1BP2,-0.6732675504960001
AARS2,EEF1G,-0.367101728152
AARS2,EFR3A,-1.12880617761
AARS2,EIF2B5,-1.78644790586
AARS2,EIF3C,0.561143234948
AARS2,EIF3D,-0.150150995297
AARS2,EIF3H,-2.06885416819
AARS2,EIF3M,0.701569206805
AARS2,EIF4A1,-0.950388987084
AARS2,EIF4G1,-0.85088200072
AARS2,EIF5B,-0.7479132772920001
AARS2,EIF6,-0.24806917770999998
AARS2,ELP4,2.25291048123
AARS2,EMC1,-1.0983402369
AARS2,EMC2,-2.42503971928
AARS2,EMC4,0.281878998685
AARS2,EMC6,0.67003053102
AARS2,EMC7,0.0395436915719
AARS2,EMG1,0.311510759253
AARS2,ERH,-2.5795538395200004
AARS2,EXOSC2,-0.566715873168
AARS2,EXOSC4,-0.295346812626
AARS2,EXOSC6,-1.17420789258
AARS2,EXOSC9,-1.4337981316
AARS2,FAM208A,-1.84407098414
AARS2,FAM50A,-1.07668818764
AARS2,FAM98B,1.21422034489
AARS2,FARSA,0.239441633379
AARS2,FARSB,0.0974079974635
AARS2,FBXO28,1.04346128067
AARS2,FDPS,0.663829072627
AARS2,FH,1.4969407633200003
AARS2,FIP1L1,-1.20014900145
AARS2,GEMIN2,0.8432236773270001
AARS2,GEMIN4,1.18672657154
AARS2,GFER,-0.691244970904
AARS2,GFI1B,-0.8054793956180001
AARS2,GINS4,-1.4616537930200002
AARS2,GNL2,-0.171669173784
AARS2,GNL3L,0.352354943842
AARS2,GNPAT,-0.264694921423
AARS2,GOLT1B,0.0168801277113
AARS2,GPN3,-0.809741717913
AARS2,GTF2E1,-1.68361743842
AARS2,GTF2H1,-1.28922512253
AARS2,GTF2H4,-1.4312030578200001
AARS2,GTF3C3,0.114223248954
AARS2,GTPBP4,-0.115824559892
AARS2,HBS1L,-0.403730826707
AARS2,HCCS,-2.4078345251099997
AARS2,HSCB,-1.7158674744799998
AARS2,HUS1,0.245718685275
AARS2,HYPK,-0.609035683493
AARS2,IARS,-0.5720085704469999
AARS2,ICT1,2.24497912738
AARS2,IMPDH2,-0.879332348513
AARS2,INTS3,-0.9679286389849999
AARS2,INTS5,-0.9603619221870001
AARS2,KARS,1.25724172762
AARS2,KCTD10,-2.0298478910599997
AARS2,KDM1A,-0.0771577526348
AARS2,KIAA1731,-1.2368376147700002
AARS2,KIF11,-0.7283293692120001
AARS2,KIF14,-1.6177992657
AARS2,LARS,0.77135209892
AARS2,LARS2,1.49417053014
AARS2,LEO1,3.9341594965800004
AARS2,LIAS,-1.43384060829
AARS2,LONP1,-1.24219577886
AARS2,LUC7L3,-0.355670068929
AARS2,Ltn1,-0.0072042027252500005
AARS2,MAPKAP1,-2.63570290365
AARS2,MARS,1.12576096825
AARS2,MARS2,1.4472850580899999
AARS2,MASTL,-2.41011572493
AARS2,MAT2A,0.489300309409
AARS2,MAX,-2.344572987
AARS2,MBTPS2,2.31780243808
AARS2,MCM3,-0.552411353036
AARS2,MCM3AP,-1.07114479816
AARS2,MCM4,-1.58240057643
AARS2,MED1,-0.492880427353
AARS2,MED14,-1.67759330817
AARS2,MED17,-0.118528792195
AARS2,MED22,1.08709868694
AARS2,MED23,0.560658045648
AARS2,MED24,-1.16747353807
AARS2,MED28,-1.0258488935899999
AARS2,MED9,-0.29442766038199997
AARS2,METAP2,-0.317061443455
AARS2,METTL17,1.13811493956
AARS2,MFAP1,0.246905501314
AARS2,MINOS1,-0.756785259413
AARS2,MINOS1-NBL1,1.61991627053
AARS2,MPHOSPH6,0.0639790097405
AARS2,MRP63,2.10839092692
AARS2,MRPL10,2.5622029121
AARS2,MRPL13,1.45698941808
AARS2,MRPL15,0.861218464683
AARS2,MRPL16,1.28541467302
AARS2,MRPL18,0.861755801849
AARS2,MRPL19,1.74342275
AARS2,MRPL22,2.3809966133900002
AARS2,MRPL24,1.46817607893
AARS2,MRPL27,2.6960719688599997
AARS2,MRPL3,2.33484098521
AARS2,MRPL32,2.2691938603
AARS2,MRPL33,1.60922839871
AARS2,MRPL36,2.79584588861
AARS2,MRPL37,2.5358044946200002
AARS2,MRPL39,2.63773983972
AARS2,MRPL42,1.90585477875
AARS2,MRPL43,2.51202131551
AARS2,MRPL46,2.0469365974500002
AARS2,MRPL50,1.2717815041399998
AARS2,MRPS10,2.60625544543
AARS2,MRPS11,2.29660737581
AARS2,MRPS14,-0.043679154058600005
AARS2,MRPS16,3.30476262732
AARS2,MRPS18A,1.9357068030400002
AARS2,MRPS18B,2.04149274897
AARS2,MRPS21,0.981480877382
AARS2,MRPS23,1.6169481089500002
AARS2,MRPS25,2.4757561947799998
AARS2,MRPS27,1.45314620937
AARS2,MRPS28,2.4351151663999997
AARS2,MRPS30,2.2073806624000003
AARS2,MRPS35,2.65752694274
AARS2,MRPS5,3.16141596861
AARS2,MRPS9,2.653222235
AARS2,MTBP,0.32396598316799996
AARS2,MTERFD1,1.17007914621
AARS2,MTHFD2,0.50580494413
AARS2,MTOR,-1.02425340866
AARS2,MTPAP,1.9367855408
AARS2,MZT1,0.0139976196958
AARS2,NAA25,-0.863980947506
AARS2,NAA50,-0.510287094438
AARS2,NACA,0.297002175303
AARS2,NAMPT,-0.328870937536
AARS2,NAT10,-0.0664035994772
AARS2,NCAPD2,0.875133660298
AARS2,NCBP1,-0.21870520928800002
AARS2,NDUFA2,-0.39839348062200003
AARS2,NDUFA8,1.87333313224
AARS2,NDUFA9,1.6141368782700003
AARS2,NDUFB1,2.49572245547
AARS2,NDUFB2,1.1823989131000001
AARS2,NDUFB4,1.4087458436700002
AARS2,NEMF,0.763628359232
AARS2,NFE2L1,-1.78642977137
AARS2,NFYC,0.25049490009
AARS2,NIP7,-0.8128579570469999
AARS2,NOC2L,-1.02243033842
AARS2,NOL10,0.11285835351399999
AARS2,NOL8,-0.0263171062311
AARS2,NOL9,1.85600666496
AARS2,NOLC1,0.7215683220389999
AARS2,NOP58,-0.372745638341
AARS2,NSMCE1,0.110079627528
AARS2,NSMCE4A,-0.6975778626000001
AARS2,NUBP1,1.581971328
AARS2,NUDC,1.01026935843
AARS2,NUP43,0.139534513867
AARS2,NUP54,-2.18823595158
AARS2,NUP85,0.289709417061
AARS2,NUTF2,-0.0300387167492
AARS2,OGFOD1,-0.518323257426
AARS2,OPA1,-1.0639861444
AARS2,ORAOV1,1.1592106847399999
AARS2,PAFAH1B1,-0.970263933996
AARS2,PAXBP1,0.158170520659
AARS2,PDCD7,-1.02842065345
AARS2,PDRG1,0.740242896735
AARS2,PDSS2,0.097649918986
AARS2,PELO,0.586423136805
AARS2,PET112,2.9909162274699996
AARS2,PFAS,0.18123653137
AARS2,PGD,-2.1427066157900003
AARS2,PGK1,-2.03357116989
AARS2,PHF5A,-0.7255713905869999
AARS2,PITRM1,0.33092996575100003
AARS2,PMF1,-0.608098667306
AARS2,PMPCB,-0.8146176207260001
AARS2,PMVK,0.923301308626
AARS2,PNISR,-1.51154796985
AARS2,PNN,-1.01485314876
AARS2,POLA1,-0.931057198002
AARS2,POLD1,-0.575548971223
AARS2,POLD3,0.38145349521899996
AARS2,POLE,-0.373055443006
AARS2,POLE2,-0.915558186593
AARS2,POLN,-0.840579963779
AARS2,POLR2B,-1.10373494216
AARS2,POLR2K,-1.1621449069399998
AARS2,POLR3A,-1.42899964558
AARS2,POLR3B,0.00298099743609
AARS2,PPAT,-0.46464641150700003
AARS2,PPCS,0.144784415248
AARS2,PPIE,1.08258231714
AARS2,PPP2R1A,-0.289712013865
AARS2,PPP2R2A,0.7684159323469999
AARS2,PPWD1,-0.101496953859
AARS2,PRIM2,-0.38963945392899996
AARS2,PRMT5,-0.35792864723000006
AARS2,PRPF18,-0.6303166983649999
AARS2,PSMB6,-3.9174889726699997
AARS2,PSMB7,-0.35238185329800004
AARS2,PSMC1,-1.29264335928
AARS2,PSMC2,-0.441361842594
AARS2,PSMC6,-1.9541164402400002
AARS2,PSMD1,-1.0770924553899999
AARS2,PSMD12,-2.50610540468
AARS2,PSMD4,-1.02165251823
AARS2,PSMD6,-1.8710221716599997
AARS2,PSPH,0.379412337605
AARS2,PTCD1,2.85283227513
AARS2,PTCD3,1.2852683611799998
AARS2,PTTG1,-1.39277492619
AARS2,PWP1,-0.21700707225699997
AARS2,QARS,0.342612211826
AARS2,RAD51,-1.02222980249
AARS2,RAE1,-1.5518766195200002
AARS2,RBBP8,-1.3667849573500002
AARS2,RBFA,2.7181086029299997
AARS2,RBM17,-1.9544832341299998
AARS2,RBM22,0.346882768058
AARS2,RBM25,-0.115781540078
AARS2,REXO2,-1.02691411423
AARS2,RFC4,-0.10253964221
AARS2,RFC5,-0.132426901842
AARS2,RINT1,0.45890624883599995
AARS2,RNF20,-0.316717388738
AARS2,RNGTT,-2.10431768367
AARS2,ROMO1,-0.671544437809
AARS2,RPA3,0.651613208187
AARS2,RPF2,0.251563729528
AARS2,RPL10,-0.60858145684
AARS2,RPL11,0.5019048365
AARS2,RPL13,-1.13695962149
AARS2,RPL23,0.276746831746
AARS2,RPL24,-0.575624617903
AARS2,RPL27,-0.384574591187
AARS2,RPL28,0.216618265767
AARS2,RPL3,0.120786790505
AARS2,RPL30,0.60276997564
AARS2,RPL32,0.11736042496400001
AARS2,RPL35,0.631230875387
AARS2,RPL36A,1.67316229564
AARS2,RPL5,0.222657315519
AARS2,RPL8,-1.2344294764100001
AARS2,RPLP1,0.592166908985
AARS2,RPLP2,-0.254940358139
AARS2,RPP30,0.464750360722
AARS2,RPP38,-0.251332469677
AARS2,RPS18,-0.0596668600284
AARS2,RPS27A,-0.478495034046
AARS2,RPS28,-0.293099402887
AARS2,RPSA,-0.62263865505
AARS2,RPTOR,-1.54866543002
AARS2,RRM1,1.01363868437
AARS2,RTF1,1.16539011986
AARS2,SAP18,-0.246614816638
AARS2,SCO1,1.6822843528799998
AARS2,SCYL1,0.404390743333
AARS2,SDHC,2.6606463989
AARS2,SEC22B,0.46376439740500003
AARS2,SEH1L,-0.917319014163
AARS2,SF3B1,-0.760200766551
AARS2,SFXN1,0.334622025298
AARS2,SGOL1,-0.141299148166
AARS2,SKA3,1.20844033579
AARS2,SKIV2L,-0.135478582863
AARS2,SKIV2L2,-0.344096528628
AARS2,SLC35A1,-0.197407619974
AARS2,SLC39A9,0.0817998586627
AARS2,SLC7A1,0.737194146502
AARS2,SLC7A6OS,-1.18303016147
AARS2,SMC5,-0.0112817165892
AARS2,SMNDC1,-0.549232555691
AARS2,SNAPC1,1.07004549233
AARS2,SNIP1,0.0277481347261
AARS2,SNRNP70,0.00705836029247
AARS2,SNRPB,-0.44909109484399995
AARS2,SNRPC,-1.5678159714700002
AARS2,SNRPD3,-0.10139154136
AARS2,SNRPG,0.845003246676
AARS2,SPAG7,-0.391840042415
AARS2,SPATA5,1.8508263303499999
AARS2,SRFBP1,-0.38670176467600004
AARS2,SRP19,-1.07271615513
AARS2,SRSF7,0.70451536564
AARS2,SSB,0.636628186196
AARS2,SSBP1,2.21763237414
AARS2,STXBP4,0.969710724083
AARS2,SYVN1,0.254474450234
AARS2,TAF1,-2.08780353784
AARS2,TAF1A,-1.19239087599
AARS2,TAF2,-1.8772544056
AARS2,TAZ,-2.40635598043
AARS2,TBC1D31,1.14894303097
AARS2,TBCB,-1.84017543756
AARS2,TCF25,-0.37695849205
AARS2,TCOF1,1.1446529178
AARS2,TFB1M,2.7920771811900003
AARS2,TGIF2,0.920145096933
AARS2,TIMELESS,-0.532066013723
AARS2,TIMM22,0.0616490654929
AARS2,TIMM23B,-0.8467749229449999
AARS2,TIMM9,-0.9711589793019999
AARS2,TIPIN,0.22751266261599998
AARS2,TMEM261,0.922822658872
AARS2,TOMM22,-0.5914056863620001
AARS2,TRA2B,1.71365819227
AARS2,TRMT5,0.48219556062299995
AARS2,TRNAU1AP,-0.394732996719
AARS2,TRPM7,0.18656489865200002
AARS2,TRRAP,-1.7553080762
AARS2,TSEN2,1.2435591153
AARS2,TTC4,-1.4657233001700003
AARS2,TTI2,-1.0136788343799998
AARS2,TUBB,-0.808718826343
AARS2,TUBGCP3,-0.587688773279
AARS2,TUBGCP4,-1.1203356493899999
AARS2,TUBGCP5,-0.568803267304
AARS2,UBA2,-0.51703962933
AARS2,UBA3,-0.0127542711433
AARS2,UMPS,-0.166818602574
AARS2,UQCRB,2.47351903565
AARS2,USE1,0.122226652383
AARS2,USMG5,0.11109249713500001
AARS2,VPS29,-0.482329390325
AARS2,VPS4A,0.5099140260399999
AARS2,VPS72,0.23509107734999998
AARS2,WARS2,0.392648339645
AARS2,WDR36,0.161422963931
AARS2,WDR61,1.9879021448400003
AARS2,WDR7,0.382047711854
AARS2,WDR70,-0.49881366713299996
AARS2,WDR77,0.258871998647
AARS2,XPO1,-1.30842852895
AARS2,XRN2,1.3554605028
AARS2,YTHDC1,-1.9348566742900002
AARS2,ZCCHC9,0.106216008439
AARS2,ZMAT2,0.53856516287
AARS2,ZMAT5,-0.34327040593
AARS2,ZNF511,-0.228991776615
AARS2,ZNF574,0.45096187882100003
AARS2,ZNF598,0.11010544416099999
AARS2,ZNF830,-2.10525024777
AARS2,ZNHIT6,-0.7977197489569999
AARS2,ZNRD1,0.29760450948600004
AARS2,ZWINT,0.301214197887
AATF,ABCB7,0.551161568028
AATF,ACTL6A,0.345809459981
AATF,ACTR10,0.30559883288899997
AATF,ADAT2,-0.205627537014
AATF,ADPRM,-0.325865363871
AATF,AFG3L2,-0.461410350149
AATF,ANAPC13,-0.901687263179
AATF,ANKZF1,-0.36785365018
AATF,APOOL,-0.7685054105679999
AATF,ARGLU1,1.4230095312200002
AATF,ARIH1,-0.374939123218
AATF,ARL2,0.5756779291399999
AATF,ASCC3,0.6168504842
AATF,ASNA1,1.4637081360799997
AATF,ATP1A1,-0.9329599874210001
AATF,ATP5A1,-0.36133070626100006
AATF,ATP5F1,-0.619000342075
AATF,ATP5J2,0.045703968310199995
AATF,ATP6AP1,-0.7181535753049999
AATF,ATP6V1G1,-0.0858749005032
AATF,ATXN10,-0.0591577761441
AATF,AURKA,0.317591851744
AATF,BDP1,-0.11011794592299999
AATF,BNIP1,-0.0761987532737
AATF,BOD1L1,1.9287057204700002
AATF,BTF3,2.18234376491
AATF,BUB1B,-0.62678647466
AATF,BUB3,-0.579939681637
AATF,C11orf30,0.9740021472399999
AATF,C14orf178,-1.38769592903
AATF,C14orf2,1.34305345449
AATF,C6orf203,2.04589235526
AATF,C9orf114,1.17204419435
AATF,CACTIN,1.2911435937
AATF,CAMLG,2.31542574469
AATF,CAPZB,0.392476099238
AATF,CARS,1.12897442846
AATF,CARS2,-0.11024427878599999
AATF,CCDC84,-0.8675045564630001
AATF,CCNK,1.1342737512
AATF,CCT8,0.318409685332
AATF,CDC16,1.0700393544
AATF,CDC23,-0.97076592866
AATF,CDC26,0.250286756374
AATF,CDC27,-0.706690723212
AATF,CDC40,-0.824924995828
AATF,CDC73,0.6286504449570001
AATF,CDCA8,0.231633300812
AATF,CDK1,0.27416043592399997
AATF,CDK12,1.4574052680899998
AATF,CENPK,-0.33315455953699996
AATF,CENPM,-0.180203074191
AATF,CENPP,0.848354609514
AATF,CENPW,-0.0793058462327
AATF,CEP152,-1.6350988556000001
AATF,CEP192,-0.0793079307124
AATF,CEP63,-0.222492100213
AATF,CHMP2A,-1.7387438141099998
AATF,CIRH1A,-0.853344481532
AATF,CIT,-0.019857349484400003
AATF,CKAP5,0.800015372473
AATF,CLSPN,-0.116284209343
AATF,CMAS,-0.699108202217
AATF,CNOT1,-0.197114787314
AATF,COA3,0.369216538552
AATF,COG3,0.510849145087
AATF,COPE,0.224730901131
AATF,COPS2,-0.147318280568
AATF,COPS4,-0.9538639350139999
AATF,COPS5,-0.277525997475
AATF,COQ2,0.699401800715
AATF,COX16,0.0229923484375
AATF,COX5A,0.457156142969
AATF,COX6C,1.09222429752
AATF,COX7C,0.791536649624
AATF,CSTF3,1.7175482445899999
AATF,CTNNBL1,1.9543962536099997
AATF,CYB5B,0.185762953845
AATF,DAP3,0.633626257205
AATF,DARS,0.6370563596500001
AATF,DCAF7,1.1676691315799999
AATF,DCTN2,0.423886198362
AATF,DCTN4,0.23992030539
AATF,DDX18,-0.323443505834
AATF,DDX46,-0.21299016965999998
AATF,DHODH,1.4311324018
AATF,DHX37,-0.0784589250402
AATF,DICER1,0.207138777478
AATF,DLST,1.5500575486200001
AATF,DNA2,-0.31811211250599997
AATF,DNTTIP2,-1.16325413156
AATF,DONSON,3.0495425239599996
AATF,DYNC1H1,0.0559920308469
AATF,EBNA1BP2,-0.209527269716
AATF,EEF1G,1.23456817593
AATF,EFR3A,-0.0839501385768
AATF,EIF2B5,2.40907476224
AATF,EIF3C,-1.0879485712799999
AATF,EIF3D,0.908553776259
AATF,EIF3H,2.19735512823
AATF,EIF3M,0.619578043402
AATF,EIF4A1,0.569368400421
AATF,EIF4G1,-0.513395302203
AATF,EIF5B,0.6945268225010001
AATF,EIF6,0.47599221990199997
AATF,ELP4,0.08610123397910001
AATF,EMC1,-0.550086186791
AATF,EMC2,0.224109115211
AATF,EMC4,-0.7820828554029999
AATF,EMC6,-0.843006152763
AATF,EMC7,-0.83160252462
AATF,EMG1,-0.852875640311
AATF,ERH,0.654928165932
AATF,EXOSC2,-0.47682281952
AATF,EXOSC4,-0.34270742306
AATF,EXOSC6,0.44655462103699994
AATF,EXOSC9,-0.42922697580200003
AATF,FAM208A,-0.374821813121
AATF,FAM50A,1.15055464269
AATF,FAM98B,1.1400846183700002
AATF,FARSA,-1.8866538239700001
AATF,FARSB,0.532889629219
AATF,FBXO28,0.08969549959310001
AATF,FDPS,0.663982287443
AATF,FH,-0.7797311359100001
AATF,FIP1L1,-0.10051003104900001
AATF,GEMIN2,0.9626241107060001
AATF,GEMIN4,0.548952150928
AATF,GFER,0.0273722240967
AATF,GFI1B,3.0656853749699997
AATF,GINS4,0.9713305757590001
AATF,GNL2,1.14300430445
AATF,GNL3L,-0.259856006476
AATF,GNPAT,0.0199455316567
AATF,GOLT1B,0.21896042107900002
AATF,GPN3,-0.373516946847
AATF,GTF2E1,1.85265012676
AATF,GTF2H1,2.55359184574
AATF,GTF2H4,0.25632628185
AATF,GTF3C3,1.30036669903
AATF,GTPBP4,-0.025089749674
AATF,HBS1L,2.0044635993799997
AATF,HCCS,-1.7678197422400002
AATF,HSCB,1.35906387159
AATF,HUS1,-1.10428309299
AATF,HYPK,0.830417187242
AATF,IARS,0.840582610231
AATF,ICT1,-1.5809357026299997
AATF,IMPDH2,-0.10650816397
AATF,INTS3,-0.293722947315
AATF,INTS5,-0.42548093887599997
AATF,KARS,0.618168342824
AATF,KCTD10,-0.676317762326
AATF,KDM1A,0.0271817512316
AATF,KIAA1731,-1.61009937627
AATF,KIF11,-1.23667865695
AATF,KIF14,1.45240749212
AATF,LARS,-0.031661941601299995
AATF,LARS2,0.363630057251
AATF,LEO1,-1.47028959412
AATF,LIAS,0.225022804836
AATF,LONP1,1.05093118418
AATF,LUC7L3,1.56432171946
AATF,Ltn1,1.2979967559999999
AATF,MAPKAP1,0.553704690983
AATF,MARS,0.9874274721690001
AATF,MARS2,0.71790839
AATF,MASTL,-1.83607815017
AATF,MAT2A,0.393581177629
AATF,MAX,1.7740655249500001
AATF,MBTPS2,-0.00040148467301500003
AATF,MCM3,0.447916081497
AATF,MCM3AP,-3.2396298093900002
AATF,MCM4,1.3275725778
AATF,MED1,-0.476703991546
AATF,MED14,1.25032922355
AATF,MED17,1.23465228234
AATF,MED22,1.59222645477
AATF,MED23,-0.423319235048
AATF,MED24,0.496294326745
AATF,MED28,-0.79562599163
AATF,MED9,1.61695128492
AATF,METAP2,0.5401345871459999
AATF,METTL17,-0.21541342575999997
AATF,MFAP1,-2.44416674976
AATF,MINOS1,0.655415729985
AATF,MINOS1-NBL1,0.8505034374580001
AATF,MPHOSPH6,0.234492182995
AATF,MRP63,-0.858441986285
AATF,MRPL10,0.318611076451
AATF,MRPL13,0.24767746767499998
AATF,MRPL15,-0.329582575247
AATF,MRPL16,0.43239532381000007
AATF,MRPL18,-1.80878471158
AATF,MRPL19,-0.544035471891
AATF,MRPL22,1.49351728307
AATF,MRPL24,0.333331653415
AATF,MRPL27,-1.0409166976200002
AATF,MRPL3,0.9219925153049999
AATF,MRPL32,0.33978172217
AATF,MRPL33,-1.1784289865200002
AATF,MRPL36,0.7850346610619999
AATF,MRPL37,-0.22528051274900002
AATF,MRPL39,-0.0013386876681600003
AATF,MRPL42,-0.429637548668
AATF,MRPL43,0.597645579007
AATF,MRPL46,-0.13492976487
AATF,MRPL50,0.947454086689
AATF,MRPS10,-0.83783711028
AATF,MRPS11,0.6330940594460001
AATF,MRPS14,-0.19568181877500002
AATF,MRPS16,-0.9951022708409999
AATF,MRPS18A,0.427883035156
AATF,MRPS18B,-0.40050857308
AATF,MRPS21,-0.202498735337
AATF,MRPS23,-0.17900245102899998
AATF,MRPS25,0.728247461005
AATF,MRPS27,-1.2421144864899998
AATF,MRPS28,-0.0160946419248
AATF,MRPS30,0.5877872759780001
AATF,MRPS35,0.35870087099
AATF,MRPS5,-0.887654682316
AATF,MRPS9,-1.08234962081
AATF,MTBP,2.24268562162
AATF,MTERFD1,1.20274479403
AATF,MTHFD2,1.34987063958
AATF,MTOR,1.4941214997
AATF,MTPAP,0.312228961908
AATF,MZT1,1.1264310391799999
AATF,NAA25,0.350101122407
AATF,NAA50,0.614990151222
AATF,NACA,1.1642622453799998
AATF,NAMPT,0.0176347600714
AATF,NAT10,0.604107945802
AATF,NCAPD2,0.42239350168300005
AATF,NCBP1,1.5139405892700002
AATF,NDUFA2,1.15013431578
AATF,NDUFA8,-1.36725906491
AATF,NDUFA9,-0.0017109148196099999
AATF,NDUFB1,0.743054444567
AATF,NDUFB2,0.46999946504199996
AATF,NDUFB4,-0.7554293726510001
AATF,NEMF,0.546125375593
AATF,NFE2L1,0.503281823816
AATF,NFYC,1.3996303261200003
AATF,NIP7,0.329128099771
AATF,NOC2L,1.23183074746
AATF,NOL10,-1.6219319446899998
AATF,NOL8,0.524943195735
AATF,NOL9,0.641796085963
AATF,NOLC1,0.483295885726
AATF,NOP58,-0.0877099335482
AATF,NSMCE1,0.778544319733
AATF,NSMCE4A,1.05677174338
AATF,NUBP1,0.847131661645
AATF,NUDC,2.66478409891
AATF,NUP43,0.564593761206
AATF,NUP54,-1.24855067207
AATF,NUP85,-0.120112582792
AATF,NUTF2,-0.287029000091
AATF,OGFOD1,-0.8773532111200001
AATF,OPA1,-0.07610213060719999
AATF,ORAOV1,0.457747272493
AATF,PAFAH1B1,-1.07140373431
AATF,PAXBP1,-0.142061308215
AATF,PDCD7,1.1391276608499998
AATF,PDRG1,1.4436306872799998
AATF,PDSS2,1.4391632920700002
AATF,PELO,-0.811351134157
AATF,PET112,-2.26135862274
AATF,PFAS,0.963274316302
AATF,PGD,0.35267852398500005
AATF,PGK1,0.505926098217
AATF,PHF5A,0.16453881256
AATF,PITRM1,-0.09762281093080001
AATF,PMF1,1.3594021524899997
AATF,PMPCB,0.8522072066509999
AATF,PMVK,0.827647534909
AATF,PNISR,-0.201564074699
AATF,PNN,-0.959665564173
AATF,POLA1,0.8777182975660001
AATF,POLD1,0.490890081477
AATF,POLD3,0.844640454154
AATF,POLE,1.2934594113700002
AATF,POLE2,0.447780180093
AATF,POLN,0.534677291493
AATF,POLR2B,0.6943207834720001
AATF,POLR2K,0.0832525725827
AATF,POLR3A,-0.230735457335
AATF,POLR3B,0.206663543849
AATF,PPAT,0.26544196641600004
AATF,PPCS,1.44047721856
AATF,PPIE,-0.651528380516
AATF,PPP2R1A,-2.3839332543
AATF,PPP2R2A,0.0367669745912
AATF,PPWD1,-0.24298987480599998
AATF,PRIM2,0.35229513088299996
AATF,PRMT5,1.34126462971
AATF,PRPF18,-0.204940809706
AATF,PSMB6,1.3569613708000001
AATF,PSMB7,0.236717256377
AATF,PSMC1,1.40935833805
AATF,PSMC2,0.377775271391
AATF,PSMC6,1.62902928359
AATF,PSMD1,-1.2859078945
AATF,PSMD12,1.01699308886
AATF,PSMD4,0.45572395832400003
AATF,PSMD6,-0.798178262571
AATF,PSPH,-0.0363931515703
AATF,PTCD1,0.9353464480700001
